300	1.68E-04
301	1.03E-04
302	1.85E-04
303	4.01E-05
304	2.42E-04
305	1.35E-04
306	9.83E-05
307	1.73E-05
308	8.23E-05
309	5.45E-05
310	4.18E-04
311	5.55E-05
312	1.33E-04
313	8.01E-05
314	4.91E-05
315	1.50E-04
316	1.44E-05
317	2.74E-04
318	8.53E-05
319	3.74E-04
320	8.94E-05
321	3.82E-04
322	5.20E-04
323	3.12E-04
324	4.13E-04
325	1.40E-04
326	1.83E-04
327	5.26E-04
328	1.62E-04
329	2.79E-05
330	4.53E-05
331	5.52E-05
332	5.18E-05
333	1.17E-04
334	8.06E-05
335	2.26E-05
336	8.25E-05
337	2.48E-04
338	1.06E-04
339	4.15E-05
340	9.89E-06
341	8.69E-05
342	4.05E-04
343	8.23E-06
344	5.22E-06
345	1.79E-04
346	1.63E-06
347	4.48E-05
348	2.17E-05
349	4.38E-04
350	8.65E-05
351	3.51E-05
352	4.62E-04
353	1.96E-04
354	2.44E-04
355	1.99E-04
356	1.77E-04
357	1.60E-04
358	1.18E-04
359	4.85E-05
360	5.78E-05
361	1.94E-04
362	2.04E-04
363	3.21E-04
364	2.98E-04
365	1.77E-04
366	6.01E-06
367	5.28E-05
368	3.41E-05
369	8.81E-05
370	1.02E-04
371	1.95E-04
372	2.62E-04
373	8.40E-05
374	2.95E-04
375	2.47E-04
376	1.33E-04
377	1.08E-04
378	1.59E-04
379	1.69E-05
380	1.35E-04
381	5.59E-05
382	9.22E-06
383	3.09E-05
384	1.29E-04
385	3.84E-04
386	1.46E-04
387	1.43E-04
388	2.23E-04
389	3.82E-05
390	3.16E-04
391	3.42E-04
392	1.56E-05
393	1.63E-04
394	6.06E-05
395	2.43E-06
396	2.27E-04
397	3.54E-04
398	2.74E-04
399	2.22E-04
400	9.69E-05
401	2.66E-04
402	1.64E-04
403	1.51E-04
404	2.82E-04
405	8.20E-05
406	2.04E-04
407	2.76E-04
408	1.04E-05
409	2.45E-04
410	1.43E-04
411	2.64E-04
412	9.63E-07
413	6.97E-05
414	1.05E-04
415	1.02E-04
416	9.26E-06
417	1.38E-05
418	9.86E-05
419	2.30E-04
420	1.97E-04
421	2.95E-04
422	4.56E-05
423	3.70E-04
424	1.23E-04
425	4.59E-05
426	1.27E-04
427	3.30E-05
428	2.69E-05
429	2.73E-04
430	2.79E-04
431	6.63E-06
432	1.60E-04
433	2.36E-04
434	2.89E-05
435	4.40E-04
436	1.41E-05
437	2.44E-04
438	1.74E-04
439	1.15E-04
440	1.97E-05
441	3.00E-04
442	1.63E-04
443	9.30E-05
444	1.61E-04
445	5.30E-05
446	1.36E-04
447	1.71E-04
448	1.83E-05
449	1.04E-04
450	2.94E-04
451	2.70E-04
452	9.00E-04
453	6.97E-04
454	2.11E-04
455	4.37E-04
456	3.16E-04
457	9.02E-04
458	7.41E-04
459	3.07E-04
460	2.63E-04
461	2.25E-04
462	1.37E-04
463	5.72E-05
464	1.64E-04
465	1.42E-04
466	4.91E-05
467	9.55E-05
468	1.46E-04
469	2.19E-04
470	2.00E-04
471	2.01E-05
472	9.73E-05
473	5.53E-05
474	1.47E-04
475	1.11E-04
476	7.05E-05
477	9.61E-06
478	3.96E-05
479	7.07E-06
480	1.98E-04
481	5.11E-05
482	3.50E-05
483	1.25E-04
484	6.67E-05
485	1.49E-05
486	7.20E-06
487	7.46E-05
488	1.94E-05
489	1.03E-05
490	1.96E-05
491	2.32E-05
492	1.75E-04
493	1.11E-04
494	3.26E-05
495	1.01E-04
496	8.61E-05
497	9.65E-05
498	1.09E-04
499	3.40E-05
500	6.94E-05
501	9.99E-05
502	8.74E-05
503	1.24E-04
504	1.87E-04
505	2.72E-05
506	3.08E-05
507	2.73E-04
508	5.96E-05
509	1.63E-05
510	6.80E-06
511	5.61E-05
512	1.94E-04
513	2.85E-04
514	2.27E-04
515	2.05E-04
516	2.61E-04
517	1.46E-04
518	1.28E-04
519	4.14E-04
520	1.62E-04
521	2.73E-04
522	4.76E-05
523	7.57E-05
524	7.82E-05
525	1.15E-04
526	1.06E-04
527	1.53E-04
528	9.24E-05
529	8.11E-05
530	9.29E-06
531	3.88E-05
532	2.36E-05
533	3.81E-04
534	7.66E-05
535	1.55E-04
536	1.78E-04
537	2.22E-04
538	3.40E-04
539	5.63E-05
540	1.68E-04
541	2.77E-04
542	4.23E-04
543	1.32E-03
544	8.13E-03
545	8.81E-02
546	1.51E+00
547	1.10E+01
548	3.39E+01
549	6.33E+01
550	8.32E+01
551	8.91E+01
552	9.05E+01
553	9.29E+01
554	9.42E+01
555	9.41E+01
556	9.50E+01
557	9.64E+01
558	9.67E+01
559	9.58E+01
560	9.49E+01
561	9.50E+01
562	9.56E+01
563	9.60E+01
564	9.59E+01
565	9.58E+01
566	9.62E+01
567	9.70E+01
568	9.77E+01
569	9.79E+01
570	9.75E+01
571	9.69E+01
572	9.64E+01
573	9.62E+01
574	9.64E+01
575	9.66E+01
576	9.68E+01
577	9.67E+01
578	9.67E+01
579	9.68E+01
580	9.71E+01
581	9.75E+01
582	9.78E+01
583	9.79E+01
584	9.78E+01
585	9.74E+01
586	9.70E+01
587	9.67E+01
588	9.67E+01
589	9.69E+01
590	9.74E+01
591	9.78E+01
592	9.81E+01
593	9.81E+01
594	9.80E+01
595	9.76E+01
596	9.73E+01
597	9.70E+01
598	9.69E+01
599	9.69E+01
600	9.69E+01
601	9.70E+01
602	9.71E+01
603	9.72E+01
604	9.73E+01
605	9.74E+01
606	9.75E+01
607	9.76E+01
608	9.76E+01
609	9.76E+01
610	9.75E+01
611	9.74E+01
612	9.73E+01
613	9.72E+01
614	9.71E+01
615	9.72E+01
616	9.74E+01
617	9.76E+01
618	9.78E+01
619	9.80E+01
620	9.81E+01
621	9.80E+01
622	9.78E+01
623	9.75E+01
624	9.72E+01
625	9.68E+01
626	9.66E+01
627	9.64E+01
628	9.64E+01
629	9.65E+01
630	9.66E+01
631	9.67E+01
632	9.68E+01
633	9.68E+01
634	9.67E+01
635	9.66E+01
636	9.64E+01
637	9.62E+01
638	9.61E+01
639	9.60E+01
640	9.59E+01
641	9.59E+01
642	9.59E+01
643	9.60E+01
644	9.60E+01
645	9.61E+01
646	9.62E+01
647	9.63E+01
648	9.64E+01
649	9.65E+01
650	9.66E+01
651	9.66E+01
652	9.67E+01
653	9.67E+01
654	9.66E+01
655	9.65E+01
656	9.64E+01
657	9.62E+01
658	9.59E+01
659	9.58E+01
660	9.56E+01
661	9.56E+01
662	9.56E+01
663	9.57E+01
664	9.59E+01
665	9.61E+01
666	9.63E+01
667	9.65E+01
668	9.66E+01
669	9.67E+01
670	9.66E+01
671	9.65E+01
672	9.63E+01
673	9.61E+01
674	9.58E+01
675	9.57E+01
676	9.56E+01
677	9.56E+01
678	9.57E+01
679	9.59E+01
680	9.61E+01
681	9.63E+01
682	9.65E+01
683	9.66E+01
684	9.66E+01
685	9.66E+01
686	9.64E+01
687	9.62E+01
688	9.59E+01
689	9.56E+01
690	9.54E+01
691	9.52E+01
692	9.51E+01
693	9.51E+01
694	9.52E+01
695	9.54E+01
696	9.56E+01
697	9.58E+01
698	9.60E+01
699	9.62E+01
700	9.63E+01
701	9.63E+01
702	9.63E+01
703	9.62E+01
704	9.60E+01
705	9.58E+01
706	9.56E+01
707	9.54E+01
708	9.53E+01
709	9.52E+01
710	9.52E+01
711	9.52E+01
712	9.53E+01
713	9.54E+01
714	9.55E+01
715	9.57E+01
716	9.58E+01
717	9.60E+01
718	9.60E+01
719	9.61E+01
720	9.61E+01
721	9.60E+01
722	9.60E+01
723	9.59E+01
724	9.58E+01
725	9.56E+01
726	9.55E+01
727	9.54E+01
728	9.53E+01
729	9.52E+01
730	9.52E+01
731	9.52E+01
732	9.52E+01
733	9.53E+01
734	9.54E+01
735	9.55E+01
736	9.56E+01
737	9.57E+01
738	9.59E+01
739	9.60E+01
740	9.61E+01
741	9.62E+01
742	9.62E+01
743	9.62E+01
744	9.62E+01
745	9.61E+01
746	9.60E+01
747	9.58E+01
748	9.56E+01
749	9.55E+01
750	9.53E+01
751	9.52E+01
752	9.51E+01
753	9.50E+01
754	9.50E+01
755	9.51E+01
756	9.52E+01
757	9.54E+01
758	9.55E+01
759	9.58E+01
760	9.60E+01
761	9.62E+01
762	9.63E+01
763	9.64E+01
764	9.65E+01
765	9.64E+01
766	9.64E+01
767	9.62E+01
768	9.60E+01
769	9.58E+01
